index, frame, sample, time, raw[0], cal[0]
0,10,0,0.00998261,44,0.0354579
1,11,0,0.0199652,42,0.0338462
2,12,0,0.0299478,41,0.0330403
3,13,0,0.0399304,42,0.0338462
4,14,0,0.049913,42,0.0338462
5,15,0,0.0598957,41,0.0330403
6,16,0,0.0698783,44,0.0354579
7,17,0,0.0798609,41,0.0330403
8,18,0,0.0898435,43,0.034652
9,19,0,0.0998261,40,0.0322344
10,20,0,0.109809,42,0.0338462
11,21,0,0.119791,41,0.0330403
12,22,0,0.129774,40,0.0322344
13,23,0,0.139757,44,0.0354579
14,24,0,0.149739,42,0.0338462
15,25,0,0.159722,43,0.034652
16,26,0,0.169704,43,0.034652
17,27,0,0.179687,41,0.0330403
18,28,0,0.18967,44,0.0354579
19,29,0,0.199652,44,0.0354579
20,30,0,0.209635,41,0.0330403
21,31,0,0.219617,43,0.034652
22,32,0,0.2296,41,0.0330403
23,33,0,0.239583,42,0.0338462
24,34,0,0.249565,45,0.0362637
25,35,0,0.259548,43,0.034652
26,36,0,0.26953,41,0.0330403
27,37,0,0.279513,43,0.034652
28,38,0,0.289496,44,0.0354579
29,39,0,0.299478,43,0.034652
30,40,0,0.309461,41,0.0330403
31,41,0,0.319443,44,0.0354579
32,42,0,0.329426,42,0.0338462
33,43,0,0.339409,43,0.034652
34,44,0,0.349391,41,0.0330403
35,45,0,0.359374,43,0.034652
36,46,0,0.369357,41,0.0330403
37,47,0,0.379339,43,0.034652
38,48,0,0.389322,44,0.0354579
39,49,0,0.399304,41,0.0330403
40,50,0,0.409287,44,0.0354579
41,51,0,0.41927,44,0.0354579
42,52,0,0.429252,43,0.034652
43,53,0,0.439235,44,0.0354579
44,54,0,0.449217,44,0.0354579
45,55,0,0.4592,43,0.034652
46,56,0,0.469183,42,0.0338462
47,57,0,0.479165,44,0.0354579
48,58,0,0.489148,40,0.0322344
49,59,0,0.49913,43,0.034652
50,60,0,0.509113,44,0.0354579
51,61,0,0.519096,41,0.0330403
52,62,0,0.529078,43,0.034652
53,63,0,0.539061,44,0.0354579
54,64,0,0.549043,42,0.0338462
55,65,0,0.559026,43,0.034652
56,66,0,0.569009,41,0.0330403
57,67,0,0.578991,43,0.034652
58,68,0,0.588974,42,0.0338462
59,69,0,0.598957,44,0.0354579
60,70,0,0.608939,43,0.034652
61,71,0,0.618922,42,0.0338462
62,72,0,0.628904,43,0.034652
63,73,0,0.638887,42,0.0338462
64,74,0,0.64887,43,0.034652
65,75,0,0.658852,42,0.0338462
66,76,0,0.668835,41,0.0330403
67,77,0,0.678817,44,0.0354579
68,78,0,0.6888,44,0.0354579
69,79,0,0.698783,44,0.0354579
70,80,0,0.708765,44,0.0354579
71,81,0,0.718748,42,0.0338462
72,82,0,0.72873,40,0.0322344
73,83,0,0.738713,42,0.0338462
74,84,0,0.748696,41,0.0330403
75,85,0,0.758678,45,0.0362637
76,86,0,0.768661,40,0.0322344
77,87,0,0.778643,43,0.034652
78,88,0,0.788626,44,0.0354579
79,89,0,0.798609,43,0.034652
80,90,0,0.808591,44,0.0354579
81,91,0,0.818574,42,0.0338462
82,92,0,0.828557,42,0.0338462
83,93,0,0.838539,43,0.034652
84,94,0,0.848522,42,0.0338462
85,95,0,0.858504,43,0.034652
86,96,0,0.868487,43,0.034652
87,97,0,0.87847,40,0.0322344
88,98,0,0.888452,41,0.0330403
89,99,0,0.898435,44,0.0354579
90,100,0,0.908417,44,0.0354579
91,101,0,0.9184,42,0.0338462
92,102,0,0.928383,42,0.0338462
93,103,0,0.938365,44,0.0354579
94,104,0,0.948348,40,0.0322344
95,105,0,0.95833,44,0.0354579
96,106,0,0.968313,43,0.034652
97,107,0,0.978296,43,0.034652
98,108,0,0.988278,45,0.0362637
99,109,0,0.998261,44,0.0354579
100,110,0,1.00824,42,0.0338462
101,111,0,1.01823,41,0.0330403
102,112,0,1.02821,41,0.0330403
103,113,0,1.03819,44,0.0354579
104,114,0,1.04817,44,0.0354579
105,115,0,1.05816,43,0.034652
106,116,0,1.06814,43,0.034652
107,117,0,1.07812,40,0.0322344
108,118,0,1.0881,44,0.0354579
109,119,0,1.09809,40,0.0322344
110,120,0,1.10807,43,0.034652
111,121,0,1.11805,44,0.0354579
112,122,0,1.12803,42,0.0338462
113,123,0,1.13802,41,0.0330403
114,124,0,1.148,44,0.0354579
115,125,0,1.15798,41,0.0330403
116,126,0,1.16797,42,0.0338462
117,127,0,1.17795,43,0.034652
118,128,0,1.18793,41,0.0330403
119,129,0,1.19791,43,0.034652
120,130,0,1.2079,40,0.0322344
121,131,0,1.21788,40,0.0322344
122,132,0,1.22786,43,0.034652
123,133,0,1.23784,43,0.034652
124,134,0,1.24783,41,0.0330403
125,135,0,1.25781,40,0.0322344
126,136,0,1.26779,43,0.034652
127,137,0,1.27777,43,0.034652
128,138,0,1.28776,43,0.034652
129,139,0,1.29774,40,0.0322344
130,140,0,1.30772,44,0.0354579
131,141,0,1.3177,42,0.0338462
132,142,0,1.32769,43,0.034652
133,143,0,1.33767,42,0.0338462
134,144,0,1.34765,42,0.0338462
135,145,0,1.35763,43,0.034652
136,146,0,1.36762,43,0.034652
137,147,0,1.3776,45,0.0362637
138,148,0,1.38758,45,0.0362637
139,149,0,1.39757,43,0.034652
140,150,0,1.40755,43,0.034652
141,151,0,1.41753,44,0.0354579
142,152,0,1.42751,42,0.0338462
143,153,0,1.4375,43,0.034652
144,154,0,1.44748,44,0.0354579
145,155,0,1.45746,43,0.034652
146,156,0,1.46744,43,0.034652
147,157,0,1.47743,43,0.034652
148,158,0,1.48741,41,0.0330403
149,159,0,1.49739,42,0.0338462
150,160,0,1.50737,43,0.034652
151,161,0,1.51736,43,0.034652
152,162,0,1.52734,44,0.0354579
153,163,0,1.53732,44,0.0354579
154,164,0,1.5473,40,0.0322344
155,165,0,1.55729,42,0.0338462
156,166,0,1.56727,42,0.0338462
157,167,0,1.57725,41,0.0330403
158,168,0,1.58723,41,0.0330403
159,169,0,1.59722,44,0.0354579
160,170,0,1.6072,44,0.0354579
161,171,0,1.61718,44,0.0354579
162,172,0,1.62717,42,0.0338462
163,173,0,1.63715,43,0.034652
164,174,0,1.64713,42,0.0338462
165,175,0,1.65711,41,0.0330403
166,176,0,1.6671,42,0.0338462
167,10,0,1.67708,112,0.0902564
168,11,0,1.68706,106,0.0854212
169,12,0,1.69704,110,0.0886447
170,13,0,1.70703,109,0.0878388
171,14,0,1.71701,110,0.0886447
172,15,0,1.72699,109,0.0878388
173,16,0,1.73697,106,0.0854212
174,17,0,1.74696,110,0.0886447
175,18,0,1.75694,108,0.087033
176,19,0,1.76692,110,0.0886447
177,20,0,1.7769,109,0.0878388
178,21,0,1.78689,111,0.0894506
179,22,0,1.79687,106,0.0854212
180,23,0,1.80685,105,0.0846154
181,24,0,1.81683,109,0.0878388
182,25,0,1.82682,110,0.0886447
183,26,0,1.8368,112,0.0902564
184,27,0,1.84678,111,0.0894506
185,28,0,1.85677,109,0.0878388
186,29,0,1.86675,112,0.0902564
187,30,0,1.87673,112,0.0902564
188,31,0,1.88671,106,0.0854212
189,32,0,1.8967,110,0.0886447
190,33,0,1.90668,113,0.0910623
191,34,0,1.91666,111,0.0894506
192,35,0,1.92664,107,0.0862271
193,36,0,1.93663,109,0.0878388
194,37,0,1.94661,105,0.0846154
195,38,0,1.95659,112,0.0902564
196,39,0,1.96657,111,0.0894506
197,40,0,1.97656,105,0.0846154
198,41,0,1.98654,111,0.0894506
199,42,0,1.99652,107,0.0862271
200,43,0,2.0065,109,0.0878388
201,44,0,2.01649,105,0.0846154
202,45,0,2.02647,110,0.0886447
203,46,0,2.03645,107,0.0862271
204,47,0,2.04643,107,0.0862271
205,48,0,2.05642,111,0.0894506
206,49,0,2.0664,106,0.0854212
207,50,0,2.07638,112,0.0902564
208,51,0,2.08637,108,0.087033
209,52,0,2.09635,110,0.0886447
210,53,0,2.10633,108,0.087033
211,54,0,2.11631,109,0.0878388
212,55,0,2.1263,110,0.0886447
213,56,0,2.13628,109,0.0878388
214,57,0,2.14626,106,0.0854212
215,58,0,2.15624,106,0.0854212
216,59,0,2.16623,107,0.0862271
217,60,0,2.17621,107,0.0862271
218,61,0,2.18619,111,0.0894506
219,62,0,2.19617,107,0.0862271
220,63,0,2.20616,110,0.0886447
221,64,0,2.21614,109,0.0878388
222,65,0,2.22612,106,0.0854212
223,66,0,2.2361,109,0.0878388
224,67,0,2.24609,105,0.0846154
225,68,0,2.25607,111,0.0894506
226,69,0,2.26605,107,0.0862271
227,70,0,2.27603,112,0.0902564
228,71,0,2.28602,109,0.0878388
229,72,0,2.296,111,0.0894506
230,73,0,2.30598,108,0.087033
231,74,0,2.31597,109,0.0878388
232,75,0,2.32595,109,0.0878388
233,76,0,2.33593,106,0.0854212
234,77,0,2.34591,106,0.0854212
235,78,0,2.3559,111,0.0894506
236,79,0,2.36588,111,0.0894506
237,80,0,2.37586,111,0.0894506
238,81,0,2.38584,112,0.0902564
239,82,0,2.39583,110,0.0886447
240,83,0,2.40581,106,0.0854212
241,84,0,2.41579,110,0.0886447
242,85,0,2.42577,108,0.087033
243,86,0,2.43576,111,0.0894506
244,87,0,2.44574,111,0.0894506
245,88,0,2.45572,108,0.087033
246,89,0,2.4657,108,0.087033
247,90,0,2.47569,105,0.0846154
248,91,0,2.48567,107,0.0862271
249,92,0,2.49565,110,0.0886447
250,93,0,2.50563,109,0.0878388
251,94,0,2.51562,113,0.0910623
252,95,0,2.5256,109,0.0878388
253,96,0,2.53558,111,0.0894506
254,97,0,2.54557,111,0.0894506
255,98,0,2.55555,111,0.0894506
256,99,0,2.56553,110,0.0886447
257,100,0,2.57551,109,0.0878388
258,101,0,2.5855,110,0.0886447
259,102,0,2.59548,105,0.0846154
260,103,0,2.60546,111,0.0894506
261,104,0,2.61544,112,0.0902564
262,105,0,2.62543,111,0.0894506
263,106,0,2.63541,109,0.0878388
264,107,0,2.64539,111,0.0894506
265,108,0,2.65537,111,0.0894506
266,109,0,2.66536,112,0.0902564
267,110,0,2.67534,106,0.0854212
268,111,0,2.68532,112,0.0902564
269,112,0,2.6953,107,0.0862271
270,113,0,2.70529,113,0.0910623
271,114,0,2.71527,108,0.087033
272,115,0,2.72525,112,0.0902564
273,116,0,2.73523,107,0.0862271
274,117,0,2.74522,106,0.0854212
275,118,0,2.7552,109,0.0878388
276,119,0,2.76518,108,0.087033
277,120,0,2.77517,108,0.087033
278,121,0,2.78515,108,0.087033
279,122,0,2.79513,111,0.0894506
280,123,0,2.80511,109,0.0878388
281,124,0,2.8151,106,0.0854212
282,125,0,2.82508,108,0.087033
283,126,0,2.83506,107,0.0862271
284,127,0,2.84504,110,0.0886447
285,128,0,2.85503,111,0.0894506
286,129,0,2.86501,111,0.0894506
287,130,0,2.87499,110,0.0886447
288,131,0,2.88497,106,0.0854212
289,132,0,2.89496,112,0.0902564
290,133,0,2.90494,108,0.087033
291,134,0,2.91492,111,0.0894506
292,135,0,2.9249,111,0.0894506
293,136,0,2.93489,111,0.0894506
294,137,0,2.94487,110,0.0886447
295,138,0,2.95485,109,0.0878388
296,139,0,2.96483,112,0.0902564
297,140,0,2.97482,105,0.0846154
298,141,0,2.9848,111,0.0894506
299,142,0,2.99478,113,0.0910623
300,143,0,3.00477,110,0.0886447
301,144,0,3.01475,108,0.087033
302,145,0,3.02473,109,0.0878388
303,146,0,3.03471,112,0.0902564
304,147,0,3.0447,106,0.0854212
305,148,0,3.05468,110,0.0886447
306,149,0,3.06466,110,0.0886447
307,150,0,3.07464,106,0.0854212
308,151,0,3.08463,106,0.0854212
309,152,0,3.09461,109,0.0878388
310,153,0,3.10459,106,0.0854212
311,154,0,3.11457,111,0.0894506
312,155,0,3.12456,106,0.0854212
313,156,0,3.13454,110,0.0886447
314,157,0,3.14452,105,0.0846154
315,158,0,3.1545,108,0.087033
316,159,0,3.16449,108,0.087033
317,160,0,3.17447,106,0.0854212
318,161,0,3.18445,110,0.0886447
319,162,0,3.19443,108,0.087033
320,163,0,3.20442,110,0.0886447
321,164,0,3.2144,111,0.0894506
322,165,0,3.22438,106,0.0854212
323,166,0,3.23437,108,0.087033
324,10,0,3.24435,202,0.162784
325,11,0,3.25433,200,0.161172
326,12,0,3.26431,202,0.162784
327,13,0,3.2743,199,0.160366
328,14,0,3.28428,201,0.161978
329,15,0,3.29426,203,0.16359
330,16,0,3.30424,195,0.157143
331,17,0,3.31423,201,0.161978
332,18,0,3.32421,203,0.16359
333,19,0,3.33419,199,0.160366
334,20,0,3.34417,203,0.16359
335,21,0,3.35416,200,0.161172
336,22,0,3.36414,200,0.161172
337,23,0,3.37412,201,0.161978
338,24,0,3.3841,204,0.164396
339,25,0,3.39409,202,0.162784
340,26,0,3.40407,196,0.157949
341,27,0,3.41405,196,0.157949
342,28,0,3.42403,200,0.161172
343,29,0,3.43402,201,0.161978
344,30,0,3.444,201,0.161978
345,31,0,3.45398,198,0.15956
346,32,0,3.46397,195,0.157143
347,33,0,3.47395,203,0.16359
348,34,0,3.48393,201,0.161978
349,35,0,3.49391,195,0.157143
350,36,0,3.5039,201,0.161978
351,37,0,3.51388,198,0.15956
352,38,0,3.52386,195,0.157143
353,39,0,3.53384,196,0.157949
354,40,0,3.54383,200,0.161172
355,41,0,3.55381,196,0.157949
356,42,0,3.56379,200,0.161172
357,43,0,3.57377,203,0.16359
358,44,0,3.58376,196,0.157949
359,45,0,3.59374,201,0.161978
360,46,0,3.60372,195,0.157143
361,47,0,3.6137,196,0.157949
362,48,0,3.62369,196,0.157949
363,49,0,3.63367,202,0.162784
364,50,0,3.64365,200,0.161172
365,51,0,3.65363,195,0.157143
366,52,0,3.66362,199,0.160366
367,53,0,3.6736,202,0.162784
368,54,0,3.68358,195,0.157143
369,55,0,3.69357,200,0.161172
370,56,0,3.70355,203,0.16359
371,57,0,3.71353,201,0.161978
372,58,0,3.72351,195,0.157143
373,59,0,3.7335,201,0.161978
374,60,0,3.74348,199,0.160366
375,61,0,3.75346,201,0.161978
376,62,0,3.76344,196,0.157949
377,63,0,3.77343,203,0.16359
378,64,0,3.78341,201,0.161978
379,65,0,3.79339,199,0.160366
380,66,0,3.80337,201,0.161978
381,67,0,3.81336,195,0.157143
382,68,0,3.82334,195,0.157143
383,69,0,3.83332,200,0.161172
384,70,0,3.8433,203,0.16359
385,71,0,3.85329,199,0.160366
386,72,0,3.86327,196,0.157949
387,73,0,3.87325,195,0.157143
388,74,0,3.88323,198,0.15956
389,75,0,3.89322,203,0.16359
390,76,0,3.9032,200,0.161172
391,77,0,3.91318,200,0.161172
392,78,0,3.92317,202,0.162784
393,79,0,3.93315,195,0.157143
394,80,0,3.94313,200,0.161172
395,81,0,3.95311,199,0.160366
396,82,0,3.9631,196,0.157949
397,83,0,3.97308,195,0.157143
398,84,0,3.98306,202,0.162784
399,85,0,3.99304,195,0.157143
400,86,0,4.00303,204,0.164396
401,87,0,4.01301,204,0.164396
402,88,0,4.02299,199,0.160366
403,89,0,4.03297,199,0.160366
404,90,0,4.04296,195,0.157143
405,91,0,4.05294,198,0.15956
406,92,0,4.06292,203,0.16359
407,93,0,4.0729,197,0.158755
408,94,0,4.08289,194,0.156337
409,95,0,4.09287,199,0.160366
410,96,0,4.10285,202,0.162784
411,97,0,4.11283,204,0.164396
412,98,0,4.12282,202,0.162784
413,99,0,4.1328,196,0.157949
414,100,0,4.14278,199,0.160366
415,101,0,4.15277,195,0.157143
416,102,0,4.16275,198,0.15956
417,103,0,4.17273,203,0.16359
418,104,0,4.18271,200,0.161172
419,105,0,4.1927,203,0.16359
420,106,0,4.20268,195,0.157143
421,107,0,4.21266,203,0.16359
422,108,0,4.22264,199,0.160366
423,109,0,4.23263,195,0.157143
424,110,0,4.24261,195,0.157143
425,111,0,4.25259,202,0.162784
426,112,0,4.26257,198,0.15956
427,113,0,4.27256,204,0.164396
428,114,0,4.28254,203,0.16359
429,115,0,4.29252,198,0.15956
430,116,0,4.3025,201,0.161978
431,117,0,4.31249,200,0.161172
432,118,0,4.32247,199,0.160366
433,119,0,4.33245,196,0.157949
434,120,0,4.34243,195,0.157143
435,121,0,4.35242,201,0.161978
436,122,0,4.3624,204,0.164396
437,123,0,4.37238,202,0.162784
438,124,0,4.38237,199,0.160366
439,125,0,4.39235,199,0.160366
440,126,0,4.40233,195,0.157143
441,127,0,4.41231,198,0.15956
442,128,0,4.4223,200,0.161172
443,129,0,4.43228,200,0.161172
444,130,0,4.44226,202,0.162784
445,131,0,4.45224,198,0.15956
446,132,0,4.46223,195,0.157143
447,133,0,4.47221,202,0.162784
448,134,0,4.48219,201,0.161978
449,135,0,4.49217,204,0.164396
450,136,0,4.50216,200,0.161172
451,137,0,4.51214,195,0.157143
452,138,0,4.52212,197,0.158755
453,139,0,4.5321,200,0.161172
454,140,0,4.54209,199,0.160366
455,141,0,4.55207,194,0.156337
456,142,0,4.56205,200,0.161172
457,143,0,4.57203,195,0.157143
458,144,0,4.58202,199,0.160366
459,145,0,4.592,200,0.161172
460,146,0,4.60198,198,0.15956
461,147,0,4.61197,195,0.157143
462,148,0,4.62195,200,0.161172
463,149,0,4.63193,199,0.160366
464,150,0,4.64191,196,0.157949
465,151,0,4.6519,198,0.15956
466,152,0,4.66188,194,0.156337
467,153,0,4.67186,200,0.161172
468,154,0,4.68184,198,0.15956
469,155,0,4.69183,200,0.161172
470,156,0,4.70181,196,0.157949
471,157,0,4.71179,200,0.161172
472,158,0,4.72177,199,0.160366
473,159,0,4.73176,203,0.16359
474,160,0,4.74174,200,0.161172
475,161,0,4.75172,202,0.162784
476,162,0,4.7617,195,0.157143
477,163,0,4.77169,199,0.160366
478,164,0,4.78167,198,0.15956
479,165,0,4.79165,200,0.161172
480,166,0,4.80163,196,0.157949
481,167,0,4.81162,198,0.15956
482,168,0,4.8216,200,0.161172
483,169,0,4.83158,200,0.161172
484,170,0,4.84157,203,0.16359
485,171,0,4.85155,201,0.161978
486,172,0,4.86153,198,0.15956
487,173,0,4.87151,201,0.161978
488,174,0,4.8815,203,0.16359
489,175,0,4.89148,203,0.16359
490,10,0,4.90146,429,0.345714
491,11,0,4.91144,425,0.342491
492,12,0,4.92143,426,0.343297
493,13,0,4.93141,420,0.338462
494,14,0,4.94139,429,0.345714
495,15,0,4.95137,427,0.344103
496,16,0,4.96136,429,0.345714
497,17,0,4.97134,420,0.338462
498,18,0,4.98132,429,0.345714
499,19,0,4.9913,425,0.342491
500,20,0,5.00129,427,0.344103
501,21,0,5.01127,421,0.339267
502,22,0,5.02125,428,0.344908
503,23,0,5.03123,428,0.344908
504,24,0,5.04122,421,0.339267
505,25,0,5.0512,426,0.343297
506,26,0,5.06118,424,0.341685
507,27,0,5.07117,426,0.343297
508,28,0,5.08115,420,0.338462
509,29,0,5.09113,430,0.34652
510,30,0,5.10111,425,0.342491
511,31,0,5.1111,427,0.344103
512,32,0,5.12108,419,0.337656
513,33,0,5.13106,421,0.339267
514,34,0,5.14104,426,0.343297
515,35,0,5.15103,430,0.34652
516,36,0,5.16101,429,0.345714
517,37,0,5.17099,431,0.347326
518,38,0,5.18097,431,0.347326
519,39,0,5.19096,431,0.347326
520,40,0,5.20094,428,0.344908
521,41,0,5.21092,426,0.343297
522,42,0,5.2209,428,0.344908
523,43,0,5.23089,427,0.344103
524,44,0,5.24087,426,0.343297
525,45,0,5.25085,427,0.344103
526,46,0,5.26083,426,0.343297
527,47,0,5.27082,425,0.342491
528,48,0,5.2808,430,0.34652
529,49,0,5.29078,427,0.344103
530,50,0,5.30077,428,0.344908
531,51,0,5.31075,427,0.344103
532,52,0,5.32073,424,0.341685
533,53,0,5.33071,428,0.344908
534,54,0,5.3407,428,0.344908
535,55,0,5.35068,423,0.340879
536,56,0,5.36066,425,0.342491
537,57,0,5.37064,425,0.342491
538,58,0,5.38063,421,0.339267
539,59,0,5.39061,424,0.341685
540,60,0,5.40059,428,0.344908
541,61,0,5.41057,424,0.341685
542,62,0,5.42056,430,0.34652
543,63,0,5.43054,428,0.344908
544,64,0,5.44052,428,0.344908
545,65,0,5.4505,429,0.345714
546,66,0,5.46049,427,0.344103
547,67,0,5.47047,426,0.343297
548,68,0,5.48045,421,0.339267
549,69,0,5.49043,426,0.343297
550,70,0,5.50042,427,0.344103
551,71,0,5.5104,426,0.343297
552,72,0,5.52038,419,0.337656
553,73,0,5.53037,430,0.34652
554,74,0,5.54035,428,0.344908
555,75,0,5.55033,421,0.339267
556,76,0,5.56031,424,0.341685
557,77,0,5.5703,432,0.348132
558,78,0,5.58028,420,0.338462
559,79,0,5.59026,424,0.341685
560,80,0,5.60024,421,0.339267
561,81,0,5.61023,427,0.344103
562,82,0,5.62021,425,0.342491
563,83,0,5.63019,432,0.348132
564,84,0,5.64017,427,0.344103
565,85,0,5.65016,425,0.342491
566,86,0,5.66014,429,0.345714
567,87,0,5.67012,428,0.344908
568,88,0,5.6801,429,0.345714
569,89,0,5.69009,426,0.343297
570,90,0,5.70007,424,0.341685
571,91,0,5.71005,420,0.338462
572,92,0,5.72003,427,0.344103
573,93,0,5.73002,429,0.345714
574,94,0,5.74,430,0.34652
575,95,0,5.74998,420,0.338462
576,96,0,5.75997,425,0.342491
577,97,0,5.76995,425,0.342491
578,98,0,5.77993,425,0.342491
579,99,0,5.78991,431,0.347326
580,100,0,5.7999,419,0.337656
